,State_Name,District_Name,Season,Crop
1436,Tamil Nadu,SIVAGANGA,Whole Year ,cotton
1437,Tamil Nadu,THANJAVUR,Whole Year ,cotton
1438,Tamil Nadu,THE NILGIRIS,Whole Year ,cotton
1439,Tamil Nadu,THENI,Whole Year ,cotton
1440,Tamil Nadu,THIRUVARUR,Whole Year ,cotton
1441,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year ,cotton
1442,Tamil Nadu,TIRUNELVELI,Whole Year ,cotton
1443,Tamil Nadu,TIRUPPUR,Whole Year ,cotton
1444,Tamil Nadu,TIRUVANNAMALAI,Whole Year ,cotton
1445,Tamil Nadu,TUTICORIN,Whole Year ,cotton
1446,Tamil Nadu,VELLORE,Whole Year ,cotton
1447,Tamil Nadu,VILLUPURAM,Whole Year ,cotton
1448,Tamil Nadu,VIRUDHUNAGAR,Whole Year ,cotton
1449,Telangana ,ADILABAD,Kharif     ,cotton
1450,Telangana ,KARIMNAGAR,Kharif     ,cotton
1451,Telangana ,KHAMMAM,Kharif     ,cotton
1452,Telangana ,MAHBUBNAGAR,Kharif     ,cotton
1453,Telangana ,MEDAK,Kharif     ,cotton
1454,Telangana ,NALGONDA,Kharif     ,cotton
1455,Telangana ,NIZAMABAD,Kharif     ,cotton
1456,Telangana ,RANGAREDDI,Kharif     ,cotton
1457,Telangana ,WARANGAL,Kharif     ,cotton
1458,Tripura,DHALAI,Kharif     ,cotton
1459,Tripura,NORTH TRIPURA,Kharif     ,cotton
1460,Tripura,SOUTH TRIPURA,Kharif     ,cotton
1461,Tripura,WEST TRIPURA,Kharif     ,cotton
1462,Uttar Pradesh,AGRA,Kharif     ,cotton
1463,Uttar Pradesh,ALIGARH,Kharif     ,cotton
1464,Uttar Pradesh,BAGHPAT,Kharif     ,cotton
1465,Uttar Pradesh,BULANDSHAHR,Kharif     ,cotton
1466,Uttar Pradesh,ETAH,Kharif     ,cotton
1467,Uttar Pradesh,FIROZABAD,Kharif     ,cotton
1468,Uttar Pradesh,HATHRAS,Kharif     ,cotton
1469,Uttar Pradesh,MATHURA,Kharif     ,cotton
1470,Uttar Pradesh,MEERUT,Kharif     ,cotton
1471,Uttar Pradesh,MUZAFFARNAGAR,Kharif     ,cotton
1472,Uttar Pradesh,SAHARANPUR,Kharif     ,cotton
1473,Uttar Pradesh,SITAPUR,Kharif     ,cotton
1474,West Bengal,24 PARAGANAS NORTH,Kharif     ,cotton
1475,West Bengal,24 PARAGANAS SOUTH,Kharif     ,cotton
1476,West Bengal,BARDHAMAN,Kharif     ,cotton
1477,West Bengal,HOWRAH,Kharif     ,cotton
1478,West Bengal,PURULIA,Kharif     ,cotton
1479,Andhra Pradesh,ANANTAPUR,Kharif     ,mungbean
1480,Andhra Pradesh,ANANTAPUR,Rabi       ,mungbean
1481,Andhra Pradesh,CHITTOOR,Kharif     ,mungbean
1482,Andhra Pradesh,CHITTOOR,Rabi       ,mungbean
1483,Andhra Pradesh,EAST GODAVARI,Kharif     ,mungbean
1484,Andhra Pradesh,EAST GODAVARI,Rabi       ,mungbean
1485,Andhra Pradesh,GUNTUR,Kharif     ,mungbean
1486,Andhra Pradesh,GUNTUR,Rabi       ,mungbean
1487,Andhra Pradesh,KADAPA,Kharif     ,mungbean
1488,Andhra Pradesh,KADAPA,Rabi       ,mungbean
1489,Andhra Pradesh,KRISHNA,Kharif     ,mungbean
1490,Andhra Pradesh,KRISHNA,Rabi       ,mungbean
1491,Andhra Pradesh,KURNOOL,Kharif     ,mungbean
1492,Andhra Pradesh,KURNOOL,Rabi       ,mungbean
1493,Andhra Pradesh,PRAKASAM,Kharif     ,mungbean
1494,Andhra Pradesh,PRAKASAM,Rabi       ,mungbean
1495,Andhra Pradesh,SPSR NELLORE,Kharif     ,mungbean
1496,Andhra Pradesh,SPSR NELLORE,Rabi       ,mungbean
1497,Andhra Pradesh,SRIKAKULAM,Kharif     ,mungbean
1498,Andhra Pradesh,SRIKAKULAM,Rabi       ,mungbean
1499,Andhra Pradesh,VISAKHAPATANAM,Kharif     ,mungbean
1500,Andhra Pradesh,VISAKHAPATANAM,Rabi       ,mungbean
1501,Andhra Pradesh,VIZIANAGARAM,Kharif     ,mungbean
1502,Andhra Pradesh,VIZIANAGARAM,Rabi       ,mungbean
1503,Andhra Pradesh,WEST GODAVARI,Kharif     ,mungbean
1504,Andhra Pradesh,WEST GODAVARI,Rabi       ,mungbean
1505,Assam,BAKSA,Rabi       ,mungbean
1506,Assam,BARPETA,Rabi       ,mungbean
1507,Assam,BONGAIGAON,Rabi       ,mungbean
1508,Assam,CACHAR,Rabi       ,mungbean
1509,Assam,CHIRANG,Rabi       ,mungbean
1510,Assam,DARRANG,Rabi       ,mungbean
1511,Assam,DHEMAJI,Rabi       ,mungbean
1512,Assam,DHUBRI,Rabi       ,mungbean
1513,Assam,DIBRUGARH,Rabi       ,mungbean
1514,Assam,DIMA HASAO,Rabi       ,mungbean
1515,Assam,GOALPARA,Rabi       ,mungbean
1516,Assam,GOLAGHAT,Rabi       ,mungbean
1517,Assam,HAILAKANDI,Rabi       ,mungbean
1518,Assam,JORHAT,Rabi       ,mungbean
1519,Assam,KAMRUP,Rabi       ,mungbean
1520,Assam,KAMRUP METRO,Rabi       ,mungbean
1521,Assam,KARBI ANGLONG,Rabi       ,mungbean
1522,Assam,KARIMGANJ,Rabi       ,mungbean
1523,Assam,KOKRAJHAR,Rabi       ,mungbean
1524,Assam,LAKHIMPUR,Rabi       ,mungbean
1525,Assam,MARIGAON,Rabi       ,mungbean
1526,Assam,NAGAON,Rabi       ,mungbean
1527,Assam,NALBARI,Rabi       ,mungbean
1528,Assam,SIVASAGAR,Rabi       ,mungbean
1529,Assam,SONITPUR,Rabi       ,mungbean
1530,Assam,TINSUKIA,Rabi       ,mungbean
1531,Assam,UDALGURI,Rabi       ,mungbean
1532,Bihar,ARARIA,Kharif     ,mungbean
1533,Bihar,ARARIA,Summer     ,mungbean
1534,Bihar,ARWAL,Kharif     ,mungbean
1535,Bihar,ARWAL,Summer     ,mungbean
1536,Bihar,AURANGABAD,Summer     ,mungbean
1537,Bihar,BANKA,Kharif     ,mungbean
1538,Bihar,BANKA,Summer     ,mungbean
1539,Bihar,BEGUSARAI,Kharif     ,mungbean
1540,Bihar,BEGUSARAI,Summer     ,mungbean
1541,Bihar,BHAGALPUR,Kharif     ,mungbean
1542,Bihar,BHAGALPUR,Summer     ,mungbean
1543,Bihar,BHOJPUR,Kharif     ,mungbean
1544,Bihar,BHOJPUR,Summer     ,mungbean
1545,Bihar,BUXAR,Summer     ,mungbean
1546,Bihar,DARBHANGA,Kharif     ,mungbean
1547,Bihar,DARBHANGA,Summer     ,mungbean
1548,Bihar,GAYA,Kharif     ,mungbean
1549,Bihar,GAYA,Summer     ,mungbean
1550,Bihar,GOPALGANJ,Kharif     ,mungbean
1551,Bihar,GOPALGANJ,Summer     ,mungbean
1552,Bihar,JAMUI,Kharif     ,mungbean
1553,Bihar,JAMUI,Summer     ,mungbean
1554,Bihar,JEHANABAD,Kharif     ,mungbean
1555,Bihar,JEHANABAD,Summer     ,mungbean
1556,Bihar,KAIMUR (BHABUA),Kharif     ,mungbean
1557,Bihar,KAIMUR (BHABUA),Summer     ,mungbean
1558,Bihar,KATIHAR,Kharif     ,mungbean
1559,Bihar,KATIHAR,Summer     ,mungbean
1560,Bihar,KHAGARIA,Kharif     ,mungbean
1561,Bihar,KHAGARIA,Summer     ,mungbean
1562,Bihar,KISHANGANJ,Kharif     ,mungbean
1563,Bihar,KISHANGANJ,Summer     ,mungbean
1564,Bihar,LAKHISARAI,Kharif     ,mungbean
1565,Bihar,MADHEPURA,Kharif     ,mungbean
1566,Bihar,MADHEPURA,Summer     ,mungbean
1567,Bihar,MADHUBANI,Kharif     ,mungbean
1568,Bihar,MADHUBANI,Summer     ,mungbean
1569,Bihar,MUNGER,Kharif     ,mungbean
1570,Bihar,MUNGER,Summer     ,mungbean
1571,Bihar,MUZAFFARPUR,Summer     ,mungbean
1572,Bihar,NALANDA,Kharif     ,mungbean
1573,Bihar,NALANDA,Summer     ,mungbean
1574,Bihar,NAWADA,Kharif     ,mungbean
1575,Bihar,NAWADA,Summer     ,mungbean
1576,Bihar,PASHCHIM CHAMPARAN,Kharif     ,mungbean
1577,Bihar,PASHCHIM CHAMPARAN,Summer     ,mungbean
1578,Bihar,PATNA,Summer     ,mungbean
1579,Bihar,PURBI CHAMPARAN,Kharif     ,mungbean
1580,Bihar,PURBI CHAMPARAN,Summer     ,mungbean
1581,Bihar,PURNIA,Kharif     ,mungbean
1582,Bihar,PURNIA,Summer     ,mungbean
1583,Bihar,ROHTAS,Kharif     ,mungbean
1584,Bihar,ROHTAS,Summer     ,mungbean
1585,Bihar,SAHARSA,Kharif     ,mungbean
1586,Bihar,SAHARSA,Summer     ,mungbean
1587,Bihar,SAMASTIPUR,Kharif     ,mungbean
1588,Bihar,SAMASTIPUR,Summer     ,mungbean
1589,Bihar,SARAN,Kharif     ,mungbean
1590,Bihar,SARAN,Summer     ,mungbean
1591,Bihar,SHEIKHPURA,Summer     ,mungbean
1592,Bihar,SHEOHAR,Kharif     ,mungbean
1593,Bihar,SHEOHAR,Summer     ,mungbean
1594,Bihar,SITAMARHI,Summer     ,mungbean
1595,Bihar,SIWAN,Kharif     ,mungbean
1596,Bihar,SIWAN,Summer     ,mungbean
1597,Bihar,SUPAUL,Kharif     ,mungbean
1598,Bihar,SUPAUL,Summer     ,mungbean
1599,Bihar,VAISHALI,Kharif     ,mungbean
1600,Bihar,VAISHALI,Summer     ,mungbean
1601,Chhattisgarh,BALOD,Kharif     ,mungbean
1602,Chhattisgarh,BALOD,Rabi       ,mungbean
1603,Chhattisgarh,BALODA BAZAR,Kharif     ,mungbean
1604,Chhattisgarh,BALODA BAZAR,Rabi       ,mungbean
1605,Chhattisgarh,BALRAMPUR,Kharif     ,mungbean
1606,Chhattisgarh,BALRAMPUR,Rabi       ,mungbean
1607,Chhattisgarh,BASTAR,Kharif     ,mungbean
1608,Chhattisgarh,BEMETARA,Kharif     ,mungbean
1609,Chhattisgarh,BEMETARA,Rabi       ,mungbean
1610,Chhattisgarh,BIJAPUR,Kharif     ,mungbean
1611,Chhattisgarh,BIJAPUR,Rabi       ,mungbean
1612,Chhattisgarh,BILASPUR,Kharif     ,mungbean
1613,Chhattisgarh,BILASPUR,Rabi       ,mungbean
1614,Chhattisgarh,DANTEWADA,Kharif     ,mungbean
1615,Chhattisgarh,DANTEWADA,Rabi       ,mungbean
1616,Chhattisgarh,DHAMTARI,Kharif     ,mungbean
1617,Chhattisgarh,DHAMTARI,Rabi       ,mungbean
1618,Chhattisgarh,DURG,Kharif     ,mungbean
1619,Chhattisgarh,DURG,Rabi       ,mungbean
1620,Chhattisgarh,GARIYABAND,Kharif     ,mungbean
1621,Chhattisgarh,GARIYABAND,Rabi       ,mungbean
1622,Chhattisgarh,JANJGIR-CHAMPA,Kharif     ,mungbean
1623,Chhattisgarh,JANJGIR-CHAMPA,Rabi       ,mungbean
1624,Chhattisgarh,JASHPUR,Kharif     ,mungbean
1625,Chhattisgarh,KABIRDHAM,Kharif     ,mungbean
1626,Chhattisgarh,KABIRDHAM,Rabi       ,mungbean
1627,Chhattisgarh,KANKER,Kharif     ,mungbean
1628,Chhattisgarh,KANKER,Rabi       ,mungbean
1629,Chhattisgarh,KONDAGAON,Kharif     ,mungbean
1630,Chhattisgarh,KONDAGAON,Rabi       ,mungbean
1631,Chhattisgarh,KORBA,Kharif     ,mungbean
1632,Chhattisgarh,KORBA,Rabi       ,mungbean
1633,Chhattisgarh,KOREA,Kharif     ,mungbean
1634,Chhattisgarh,KOREA,Rabi       ,mungbean
1635,Chhattisgarh,MAHASAMUND,Kharif     ,mungbean
1636,Chhattisgarh,MAHASAMUND,Rabi       ,mungbean
1637,Chhattisgarh,MUNGELI,Kharif     ,mungbean
1638,Chhattisgarh,MUNGELI,Rabi       ,mungbean
1639,Chhattisgarh,NARAYANPUR,Kharif     ,mungbean
1640,Chhattisgarh,RAIGARH,Kharif     ,mungbean
1641,Chhattisgarh,RAIGARH,Rabi       ,mungbean
1642,Chhattisgarh,RAIPUR,Kharif     ,mungbean
1643,Chhattisgarh,RAIPUR,Rabi       ,mungbean
1644,Chhattisgarh,RAJNANDGAON,Kharif     ,mungbean
1645,Chhattisgarh,RAJNANDGAON,Rabi       ,mungbean
1646,Chhattisgarh,SUKMA,Kharif     ,mungbean
1647,Chhattisgarh,SUKMA,Rabi       ,mungbean
1648,Chhattisgarh,SURAJPUR,Kharif     ,mungbean
1649,Chhattisgarh,SURAJPUR,Rabi       ,mungbean
1650,Chhattisgarh,SURGUJA,Kharif     ,mungbean
1651,Jammu and Kashmir ,ANANTNAG,Kharif     ,mungbean
1652,Jammu and Kashmir ,BADGAM,Kharif     ,mungbean
1653,Jammu and Kashmir ,BARAMULLA,Kharif     ,mungbean
1654,Jammu and Kashmir ,GANDERBAL,Kharif     ,mungbean
1655,Jammu and Kashmir ,JAMMU,Kharif     ,mungbean
1656,Jammu and Kashmir ,KULGAM,Kharif     ,mungbean
1657,Jammu and Kashmir ,PULWAMA,Kharif     ,mungbean
1658,Karnataka,BAGALKOT,Kharif     ,mungbean
1659,Karnataka,BANGALORE RURAL,Kharif     ,mungbean
1660,Karnataka,BELGAUM,Kharif     ,mungbean
1661,Karnataka,BELGAUM,Rabi       ,mungbean
1662,Karnataka,BELLARY,Kharif     ,mungbean
1663,Karnataka,BELLARY,Rabi       ,mungbean
1664,Karnataka,BENGALURU URBAN,Kharif     ,mungbean
1665,Karnataka,BIDAR,Kharif     ,mungbean
1666,Karnataka,BIJAPUR,Kharif     ,mungbean
1667,Karnataka,CHAMARAJANAGAR,Kharif     ,mungbean
1668,Karnataka,CHIKMAGALUR,Kharif     ,mungbean
1669,Karnataka,CHIKMAGALUR,Rabi       ,mungbean
1670,Karnataka,CHITRADURGA,Kharif     ,mungbean
1671,Karnataka,DAKSHIN KANNAD,Rabi       ,mungbean
1672,Karnataka,DAVANGERE,Kharif     ,mungbean
1673,Karnataka,DAVANGERE,Rabi       ,mungbean
1674,Karnataka,DHARWAD,Kharif     ,mungbean
1675,Karnataka,DHARWAD,Rabi       ,mungbean
1676,Karnataka,GADAG,Kharif     ,mungbean
1677,Karnataka,GULBARGA,Kharif     ,mungbean
1678,Karnataka,HASSAN,Kharif     ,mungbean
1679,Karnataka,HASSAN,Rabi       ,mungbean
1680,Karnataka,HAVERI,Kharif     ,mungbean
1681,Karnataka,HAVERI,Rabi       ,mungbean
1682,Karnataka,KOPPAL,Kharif     ,mungbean
1683,Karnataka,MANDYA,Kharif     ,mungbean
1684,Karnataka,MANDYA,Rabi       ,mungbean
1685,Karnataka,MYSORE,Kharif     ,mungbean
1686,Karnataka,MYSORE,Rabi       ,mungbean
1687,Karnataka,RAICHUR,Kharif     ,mungbean
1688,Karnataka,RAMANAGARA,Kharif     ,mungbean
1689,Karnataka,SHIMOGA,Kharif     ,mungbean
1690,Karnataka,SHIMOGA,Rabi       ,mungbean
1691,Karnataka,TUMKUR,Kharif     ,mungbean
1692,Karnataka,UDUPI,Rabi       ,mungbean
1693,Karnataka,UTTAR KANNAD,Rabi       ,mungbean
1694,Karnataka,YADGIR,Kharif     ,mungbean
1695,Kerala,ALAPPUZHA,Whole Year ,mungbean
1696,Kerala,ERNAKULAM,Whole Year ,mungbean
1697,Kerala,KANNUR,Whole Year ,mungbean
1698,Kerala,KASARAGOD,Whole Year ,mungbean
1699,Kerala,KOLLAM,Whole Year ,mungbean
1700,Kerala,KOZHIKODE,Whole Year ,mungbean
1701,Kerala,PALAKKAD,Whole Year ,mungbean
1702,Kerala,THIRUVANANTHAPURAM,Whole Year ,mungbean
1703,Maharashtra,AHMEDNAGAR,Kharif     ,mungbean
1704,Maharashtra,AKOLA,Kharif     ,mungbean
1705,Maharashtra,AMRAVATI,Kharif     ,mungbean
1706,Maharashtra,AURANGABAD,Kharif     ,mungbean
1707,Maharashtra,BEED,Kharif     ,mungbean
1708,Maharashtra,BHANDARA,Kharif     ,mungbean
1709,Maharashtra,BULDHANA,Kharif     ,mungbean
1710,Maharashtra,CHANDRAPUR,Kharif     ,mungbean
1711,Maharashtra,DHULE,Kharif     ,mungbean
1712,Maharashtra,GONDIA,Kharif     ,mungbean
1713,Maharashtra,HINGOLI,Kharif     ,mungbean
1714,Maharashtra,JALGAON,Kharif     ,mungbean
1715,Maharashtra,JALNA,Kharif     ,mungbean
1716,Maharashtra,KOLHAPUR,Kharif     ,mungbean
1717,Maharashtra,LATUR,Kharif     ,mungbean
1718,Maharashtra,NAGPUR,Kharif     ,mungbean
1719,Maharashtra,NANDED,Kharif     ,mungbean
1720,Maharashtra,NANDURBAR,Kharif     ,mungbean
1721,Maharashtra,NASHIK,Kharif     ,mungbean
1722,Maharashtra,OSMANABAD,Kharif     ,mungbean
1723,Maharashtra,PALGHAR,Kharif     ,mungbean
1724,Maharashtra,PARBHANI,Kharif     ,mungbean
1725,Maharashtra,PUNE,Kharif     ,mungbean
1726,Maharashtra,RAIGAD,Kharif     ,mungbean
1727,Maharashtra,RATNAGIRI,Kharif     ,mungbean
1728,Maharashtra,SANGLI,Kharif     ,mungbean
1729,Maharashtra,SATARA,Kharif     ,mungbean
1730,Maharashtra,SINDHUDURG,Kharif     ,mungbean
1731,Maharashtra,SOLAPUR,Kharif     ,mungbean
1732,Maharashtra,THANE,Kharif     ,mungbean
1733,Maharashtra,WARDHA,Kharif     ,mungbean
1734,Maharashtra,WASHIM,Kharif     ,mungbean
1735,Maharashtra,YAVATMAL,Kharif     ,mungbean
1736,Nagaland,DIMAPUR,Kharif     ,mungbean
1737,Nagaland,KOHIMA,Kharif     ,mungbean
1738,Nagaland,MOKOKCHUNG,Kharif     ,mungbean
1739,Nagaland,MON,Kharif     ,mungbean
1740,Nagaland,PEREN,Kharif     ,mungbean
1741,Nagaland,PHEK,Kharif     ,mungbean
1742,Nagaland,TUENSANG,Kharif     ,mungbean
1743,Nagaland,WOKHA,Kharif     ,mungbean
1744,Nagaland,ZUNHEBOTO,Kharif     ,mungbean
1745,Odisha,ANUGUL,Autumn     ,mungbean
1746,Odisha,ANUGUL,Summer     ,mungbean
1747,Odisha,ANUGUL,Winter     ,mungbean
1748,Odisha,BALANGIR,Autumn     ,mungbean
1749,Odisha,BALANGIR,Summer     ,mungbean
1750,Odisha,BALANGIR,Winter     ,mungbean
1751,Odisha,BALESHWAR,Summer     ,mungbean
1752,Odisha,BARGARH,Autumn     ,mungbean
1753,Odisha,BARGARH,Summer     ,mungbean
1754,Odisha,BARGARH,Winter     ,mungbean
1755,Odisha,BHADRAK,Summer     ,mungbean
1756,Odisha,BOUDH,Autumn     ,mungbean
1757,Odisha,BOUDH,Summer     ,mungbean
1758,Odisha,BOUDH,Winter     ,mungbean
1759,Odisha,CUTTACK,Summer     ,mungbean
1760,Odisha,DEOGARH,Summer     ,mungbean
1761,Odisha,DEOGARH,Winter     ,mungbean
1762,Odisha,DHENKANAL,Autumn     ,mungbean
1763,Odisha,DHENKANAL,Summer     ,mungbean
1764,Odisha,DHENKANAL,Winter     ,mungbean
1765,Odisha,GAJAPATI,Winter     ,mungbean
1766,Odisha,GANJAM,Summer     ,mungbean
1767,Odisha,GANJAM,Winter     ,mungbean
1768,Odisha,JAGATSINGHAPUR,Summer     ,mungbean
1769,Odisha,JAJAPUR,Summer     ,mungbean
1770,Odisha,JHARSUGUDA,Summer     ,mungbean
1771,Odisha,KALAHANDI,Summer     ,mungbean
1772,Odisha,KALAHANDI,Winter     ,mungbean
1773,Odisha,KANDHAMAL,Winter     ,mungbean
1774,Odisha,KENDRAPARA,Summer     ,mungbean
1775,Odisha,KENDUJHAR,Summer     ,mungbean
1776,Odisha,KENDUJHAR,Winter     ,mungbean
1777,Odisha,KHORDHA,Summer     ,mungbean
1778,Odisha,KHORDHA,Winter     ,mungbean
1779,Odisha,KORAPUT,Summer     ,mungbean
1780,Odisha,KORAPUT,Winter     ,mungbean
1781,Odisha,MALKANGIRI,Summer     ,mungbean
1782,Odisha,MALKANGIRI,Winter     ,mungbean
1783,Odisha,MAYURBHANJ,Summer     ,mungbean
1784,Odisha,MAYURBHANJ,Winter     ,mungbean
1785,Odisha,NABARANGPUR,Summer     ,mungbean
1786,Odisha,NAYAGARH,Winter     ,mungbean
1787,Odisha,NUAPADA,Autumn     ,mungbean
1788,Odisha,NUAPADA,Summer     ,mungbean
1789,Odisha,NUAPADA,Winter     ,mungbean
1790,Odisha,PURI,Summer     ,mungbean
1791,Odisha,RAYAGADA,Summer     ,mungbean
1792,Odisha,RAYAGADA,Winter     ,mungbean
1793,Odisha,SAMBALPUR,Autumn     ,mungbean
1794,Odisha,SAMBALPUR,Summer     ,mungbean
1795,Odisha,SAMBALPUR,Winter     ,mungbean
1796,Odisha,SONEPUR,Autumn     ,mungbean
1797,Odisha,SONEPUR,Summer     ,mungbean
1798,Odisha,SONEPUR,Winter     ,mungbean
1799,Odisha,SUNDARGARH,Autumn     ,mungbean
1800,Odisha,SUNDARGARH,Summer     ,mungbean
1801,Odisha,SUNDARGARH,Winter     ,mungbean
1802,Puducherry,KARAIKAL,Summer     ,mungbean
1803,Puducherry,PONDICHERRY,Summer     ,mungbean
1804,Puducherry,YANAM,Rabi       ,mungbean
1805,Puducherry,YANAM,Summer     ,mungbean
1806,Punjab,AMRITSAR,Kharif     ,mungbean
1807,Punjab,BARNALA,Kharif     ,mungbean
1808,Punjab,BATHINDA,Kharif     ,mungbean
1809,Punjab,FARIDKOT,Kharif     ,mungbean
1810,Punjab,FAZILKA,Kharif     ,mungbean
1811,Punjab,FIROZEPUR,Kharif     ,mungbean
1812,Punjab,LUDHIANA,Kharif     ,mungbean
1813,Punjab,MOGA,Kharif     ,mungbean
1814,Punjab,MUKTSAR,Kharif     ,mungbean
1815,Punjab,SANGRUR,Kharif     ,mungbean
1816,Punjab,TARN TARAN,Kharif     ,mungbean
1817,Telangana ,ADILABAD,Kharif     ,mungbean
1818,Telangana ,ADILABAD,Rabi       ,mungbean
1819,Telangana ,KARIMNAGAR,Kharif     ,mungbean
1820,Telangana ,KARIMNAGAR,Rabi       ,mungbean
1821,Telangana ,KHAMMAM,Kharif     ,mungbean
1822,Telangana ,KHAMMAM,Rabi       ,mungbean
1823,Telangana ,MAHBUBNAGAR,Kharif     ,mungbean
1824,Telangana ,MAHBUBNAGAR,Rabi       ,mungbean
1825,Telangana ,MEDAK,Kharif     ,mungbean
1826,Telangana ,MEDAK,Rabi       ,mungbean
1827,Telangana ,NALGONDA,Kharif     ,mungbean
1828,Telangana ,NALGONDA,Rabi       ,mungbean
1829,Telangana ,NIZAMABAD,Kharif     ,mungbean
1830,Telangana ,NIZAMABAD,Rabi       ,mungbean
1831,Telangana ,RANGAREDDI,Kharif     ,mungbean
1832,Telangana ,WARANGAL,Kharif     ,mungbean
1833,Telangana ,WARANGAL,Rabi       ,mungbean
1834,Tripura,DHALAI,Kharif     ,mungbean
1835,Tripura,DHALAI,Rabi       ,mungbean
1836,Tripura,GOMATI,Kharif     ,mungbean
1837,Tripura,GOMATI,Rabi       ,mungbean
1838,Tripura,KHOWAI,Kharif     ,mungbean
1839,Tripura,KHOWAI,Rabi       ,mungbean
1840,Tripura,NORTH TRIPURA,Kharif     ,mungbean
1841,Tripura,NORTH TRIPURA,Rabi       ,mungbean
1842,Tripura,SEPAHIJALA,Kharif     ,mungbean
1843,Tripura,SEPAHIJALA,Rabi       ,mungbean
1844,Tripura,SOUTH TRIPURA,Kharif     ,mungbean
1845,Tripura,SOUTH TRIPURA,Rabi       ,mungbean
1846,Tripura,UNAKOTI,Kharif     ,mungbean
1847,Tripura,UNAKOTI,Rabi       ,mungbean
1848,Tripura,WEST TRIPURA,Kharif     ,mungbean
1849,Tripura,WEST TRIPURA,Rabi       ,mungbean
1850,Uttar Pradesh,AGRA,Kharif     ,mungbean
1851,Uttar Pradesh,AGRA,Summer     ,mungbean
1852,Uttar Pradesh,ALIGARH,Kharif     ,mungbean
1853,Uttar Pradesh,ALIGARH,Summer     ,mungbean
1854,Uttar Pradesh,ALLAHABAD,Summer     ,mungbean
1855,Uttar Pradesh,AMBEDKAR NAGAR,Kharif     ,mungbean
1856,Uttar Pradesh,AMBEDKAR NAGAR,Summer     ,mungbean
1857,Uttar Pradesh,AMETHI,Kharif     ,mungbean
1858,Uttar Pradesh,AMETHI,Summer     ,mungbean
1859,Uttar Pradesh,AMROHA,Kharif     ,mungbean
1860,Uttar Pradesh,AMROHA,Summer     ,mungbean
1861,Uttar Pradesh,AURAIYA,Kharif     ,mungbean
1862,Uttar Pradesh,AURAIYA,Summer     ,mungbean
1863,Uttar Pradesh,AZAMGARH,Kharif     ,mungbean
1864,Uttar Pradesh,AZAMGARH,Summer     ,mungbean
1865,Uttar Pradesh,BAGHPAT,Kharif     ,mungbean
1866,Uttar Pradesh,BAGHPAT,Summer     ,mungbean
1867,Uttar Pradesh,BAHRAICH,Summer     ,mungbean
1868,Uttar Pradesh,BALLIA,Kharif     ,mungbean
1869,Uttar Pradesh,BALLIA,Summer     ,mungbean
1870,Uttar Pradesh,BANDA,Kharif     ,mungbean
1871,Uttar Pradesh,BANDA,Summer     ,mungbean
1872,Uttar Pradesh,BARABANKI,Kharif     ,mungbean
1873,Uttar Pradesh,BARABANKI,Summer     ,mungbean
1874,Uttar Pradesh,BAREILLY,Kharif     ,mungbean
1875,Uttar Pradesh,BASTI,Summer     ,mungbean
1876,Uttar Pradesh,BIJNOR,Summer     ,mungbean
1877,Uttar Pradesh,BUDAUN,Kharif     ,mungbean
1878,Uttar Pradesh,BUDAUN,Summer     ,mungbean
1879,Uttar Pradesh,BULANDSHAHR,Kharif     ,mungbean
1880,Uttar Pradesh,BULANDSHAHR,Summer     ,mungbean
1881,Uttar Pradesh,CHANDAULI,Kharif     ,mungbean
1882,Uttar Pradesh,CHANDAULI,Summer     ,mungbean
1883,Uttar Pradesh,CHITRAKOOT,Kharif     ,mungbean
1884,Uttar Pradesh,DEORIA,Kharif     ,mungbean
1885,Uttar Pradesh,DEORIA,Summer     ,mungbean
1886,Uttar Pradesh,ETAH,Kharif     ,mungbean
1887,Uttar Pradesh,ETAH,Summer     ,mungbean
1888,Uttar Pradesh,ETAWAH,Kharif     ,mungbean
1889,Uttar Pradesh,ETAWAH,Summer     ,mungbean
1890,Uttar Pradesh,FAIZABAD,Summer     ,mungbean
1891,Uttar Pradesh,FARRUKHABAD,Kharif     ,mungbean
1892,Uttar Pradesh,FARRUKHABAD,Summer     ,mungbean
1893,Uttar Pradesh,FATEHPUR,Kharif     ,mungbean
1894,Uttar Pradesh,FATEHPUR,Summer     ,mungbean
1895,Uttar Pradesh,FIROZABAD,Kharif     ,mungbean
1896,Uttar Pradesh,FIROZABAD,Summer     ,mungbean
1897,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Summer     ,mungbean
1898,Uttar Pradesh,GHAZIABAD,Summer     ,mungbean
1899,Uttar Pradesh,GHAZIPUR,Kharif     ,mungbean
1900,Uttar Pradesh,GHAZIPUR,Summer     ,mungbean
1901,Uttar Pradesh,GONDA,Kharif     ,mungbean
1902,Uttar Pradesh,GONDA,Summer     ,mungbean
1903,Uttar Pradesh,GORAKHPUR,Summer     ,mungbean
1904,Uttar Pradesh,HAMIRPUR,Kharif     ,mungbean
1905,Uttar Pradesh,HAMIRPUR,Summer     ,mungbean
1906,Uttar Pradesh,HAPUR,Kharif     ,mungbean
1907,Uttar Pradesh,HAPUR,Summer     ,mungbean
1908,Uttar Pradesh,HARDOI,Kharif     ,mungbean
1909,Uttar Pradesh,HARDOI,Summer     ,mungbean
1910,Uttar Pradesh,HATHRAS,Kharif     ,mungbean
