,State_Name,District_Name,Season,Crop
956,Uttarakhand,CHAMPAWAT,Kharif     ,blackgram
957,Uttarakhand,DEHRADUN,Kharif     ,blackgram
958,Uttarakhand,HARIDWAR,Kharif     ,blackgram
959,Uttarakhand,HARIDWAR,Summer     ,blackgram
960,Uttarakhand,NAINITAL,Kharif     ,blackgram
961,Uttarakhand,PAURI GARHWAL,Kharif     ,blackgram
962,Uttarakhand,PITHORAGARH,Kharif     ,blackgram
963,Uttarakhand,RUDRA PRAYAG,Kharif     ,blackgram
964,Uttarakhand,TEHRI GARHWAL,Kharif     ,blackgram
965,Uttarakhand,UDAM SINGH NAGAR,Kharif     ,blackgram
966,Uttarakhand,UDAM SINGH NAGAR,Summer     ,blackgram
967,Uttarakhand,UTTAR KASHI,Kharif     ,blackgram
968,West Bengal,24 PARAGANAS NORTH,Kharif     ,blackgram
969,West Bengal,24 PARAGANAS NORTH,Rabi       ,blackgram
970,West Bengal,24 PARAGANAS SOUTH,Kharif     ,blackgram
971,West Bengal,BANKURA,Kharif     ,blackgram
972,West Bengal,BARDHAMAN,Kharif     ,blackgram
973,West Bengal,BARDHAMAN,Rabi       ,blackgram
974,West Bengal,BIRBHUM,Kharif     ,blackgram
975,West Bengal,COOCHBEHAR,Kharif     ,blackgram
976,West Bengal,COOCHBEHAR,Rabi       ,blackgram
977,West Bengal,DARJEELING,Kharif     ,blackgram
978,West Bengal,DARJEELING,Rabi       ,blackgram
979,West Bengal,DINAJPUR DAKSHIN,Kharif     ,blackgram
980,West Bengal,DINAJPUR UTTAR,Kharif     ,blackgram
981,West Bengal,DINAJPUR UTTAR,Rabi       ,blackgram
982,West Bengal,HOOGHLY,Rabi       ,blackgram
983,West Bengal,JALPAIGURI,Kharif     ,blackgram
984,West Bengal,JALPAIGURI,Rabi       ,blackgram
985,West Bengal,MALDAH,Kharif     ,blackgram
986,West Bengal,MEDINIPUR EAST,Kharif     ,blackgram
987,West Bengal,MEDINIPUR WEST,Kharif     ,blackgram
988,West Bengal,MEDINIPUR WEST,Rabi       ,blackgram
989,West Bengal,MURSHIDABAD,Kharif     ,blackgram
990,West Bengal,MURSHIDABAD,Rabi       ,blackgram
991,West Bengal,NADIA,Kharif     ,blackgram
992,West Bengal,NADIA,Rabi       ,blackgram
993,West Bengal,PURULIA,Kharif     ,blackgram
994,West Bengal,PURULIA,Rabi       ,blackgram
995,Madhya Pradesh,BALAGHAT,Whole Year ,watermelon
996,Madhya Pradesh,BARWANI,Whole Year ,watermelon
997,Madhya Pradesh,BURHANPUR,Whole Year ,watermelon
998,Madhya Pradesh,CHHINDWARA,Whole Year ,watermelon
999,Madhya Pradesh,DAMOH,Whole Year ,watermelon
1000,Madhya Pradesh,DEWAS,Whole Year ,watermelon
1001,Madhya Pradesh,DHAR,Whole Year ,watermelon
1002,Madhya Pradesh,GWALIOR,Whole Year ,watermelon
1003,Madhya Pradesh,HARDA,Whole Year ,watermelon
1004,Madhya Pradesh,HOSHANGABAD,Whole Year ,watermelon
1005,Madhya Pradesh,INDORE,Whole Year ,watermelon
1006,Madhya Pradesh,JABALPUR,Whole Year ,watermelon
1007,Madhya Pradesh,KATNI,Whole Year ,watermelon
1008,Madhya Pradesh,KHANDWA,Whole Year ,watermelon
1009,Madhya Pradesh,KHARGONE,Whole Year ,watermelon
1010,Madhya Pradesh,MANDLA,Whole Year ,watermelon
1011,Madhya Pradesh,RAJGARH,Whole Year ,watermelon
1012,Madhya Pradesh,RATLAM,Whole Year ,watermelon
1013,Madhya Pradesh,SEONI,Whole Year ,watermelon
1014,Madhya Pradesh,SHAHDOL,Whole Year ,watermelon
1015,Madhya Pradesh,SHAJAPUR,Whole Year ,watermelon
1016,Madhya Pradesh,TIKAMGARH,Whole Year ,watermelon
1017,Madhya Pradesh,UJJAIN,Whole Year ,watermelon
1018,Madhya Pradesh,VIDISHA,Whole Year ,watermelon
1019,Rajasthan,ALWAR,Whole Year ,watermelon
1020,Rajasthan,BARAN,Whole Year ,watermelon
1021,Rajasthan,BHILWARA,Whole Year ,watermelon
1022,Rajasthan,BUNDI,Whole Year ,watermelon
1023,Rajasthan,CHITTORGARH,Whole Year ,watermelon
1024,Rajasthan,CHURU,Whole Year ,watermelon
1025,Rajasthan,DAUSA,Whole Year ,watermelon
1026,Rajasthan,DHOLPUR,Whole Year ,watermelon
1027,Rajasthan,JAIPUR,Whole Year ,watermelon
1028,Rajasthan,JALORE,Whole Year ,watermelon
1029,Rajasthan,JHUNJHUNU,Whole Year ,watermelon
1030,Rajasthan,KARAULI,Whole Year ,watermelon
1031,Rajasthan,NAGAUR,Whole Year ,watermelon
1032,Rajasthan,SAWAI MADHOPUR,Whole Year ,watermelon
1033,Rajasthan,SIKAR,Whole Year ,watermelon
1034,Rajasthan,TONK,Whole Year ,watermelon
1035,Tamil Nadu,COIMBATORE,Whole Year ,watermelon
1036,Tamil Nadu,CUDDALORE,Whole Year ,watermelon
1037,Tamil Nadu,DHARMAPURI,Whole Year ,watermelon
1038,Tamil Nadu,DINDIGUL,Whole Year ,watermelon
1039,Tamil Nadu,ERODE,Whole Year ,watermelon
1040,Tamil Nadu,KANCHIPURAM,Whole Year ,watermelon
1041,Tamil Nadu,KRISHNAGIRI,Whole Year ,watermelon
1042,Tamil Nadu,PUDUKKOTTAI,Whole Year ,watermelon
1043,Tamil Nadu,SALEM,Whole Year ,watermelon
1044,Tamil Nadu,THENI,Whole Year ,watermelon
1045,Tamil Nadu,THIRUVALLUR,Whole Year ,watermelon
1046,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year ,watermelon
1047,Tamil Nadu,TIRUVANNAMALAI,Whole Year ,watermelon
1048,Tamil Nadu,VELLORE,Whole Year ,watermelon
1049,Tamil Nadu,VILLUPURAM,Whole Year ,watermelon
1050,Tamil Nadu,VIRUDHUNAGAR,Whole Year ,watermelon
1051,Nagaland,KIPHIRE,Kharif     ,kidneybeans
1052,Nagaland,KIPHIRE,Rabi       ,kidneybeans
1053,Nagaland,KOHIMA,Kharif     ,kidneybeans
1054,Nagaland,KOHIMA,Rabi       ,kidneybeans
1055,Nagaland,LONGLENG,Kharif     ,kidneybeans
1056,Nagaland,LONGLENG,Rabi       ,kidneybeans
1057,Nagaland,MOKOKCHUNG,Kharif     ,kidneybeans
1058,Nagaland,MOKOKCHUNG,Rabi       ,kidneybeans
1059,Nagaland,MON,Kharif     ,kidneybeans
1060,Nagaland,MON,Rabi       ,kidneybeans
1061,Nagaland,PHEK,Kharif     ,kidneybeans
1062,Nagaland,PHEK,Rabi       ,kidneybeans
1063,Nagaland,TUENSANG,Kharif     ,kidneybeans
1064,Nagaland,TUENSANG,Rabi       ,kidneybeans
1065,Nagaland,WOKHA,Kharif     ,kidneybeans
1066,Nagaland,WOKHA,Rabi       ,kidneybeans
1067,Nagaland,ZUNHEBOTO,Kharif     ,kidneybeans
1068,Nagaland,ZUNHEBOTO,Rabi       ,kidneybeans
1069,Uttarakhand,NAINITAL,Kharif     ,mothbeans
1070,West Bengal,PURULIA,Kharif     ,mothbeans
1071,Andhra Pradesh,ANANTAPUR,Whole Year ,coconut
1072,Andhra Pradesh,CHITTOOR,Whole Year ,coconut
1073,Andhra Pradesh,EAST GODAVARI,Whole Year ,coconut
1074,Andhra Pradesh,GUNTUR,Whole Year ,coconut
1075,Andhra Pradesh,KADAPA,Whole Year ,coconut
1076,Andhra Pradesh,KRISHNA,Whole Year ,coconut
1077,Andhra Pradesh,KURNOOL,Whole Year ,coconut
1078,Andhra Pradesh,PRAKASAM,Whole Year ,coconut
1079,Andhra Pradesh,SPSR NELLORE,Whole Year ,coconut
1080,Andhra Pradesh,SRIKAKULAM,Whole Year ,coconut
1081,Andhra Pradesh,VISAKHAPATANAM,Whole Year ,coconut
1082,Andhra Pradesh,VIZIANAGARAM,Whole Year ,coconut
1083,Andhra Pradesh,WEST GODAVARI,Whole Year ,coconut
1084,Assam,BAKSA,Whole Year ,coconut
1085,Assam,BARPETA,Whole Year ,coconut
1086,Assam,BONGAIGAON,Whole Year ,coconut
1087,Assam,CACHAR,Whole Year ,coconut
1088,Assam,CHIRANG,Whole Year ,coconut
1089,Assam,DARRANG,Whole Year ,coconut
1090,Assam,DHEMAJI,Whole Year ,coconut
1091,Assam,DHUBRI,Whole Year ,coconut
1092,Assam,DIBRUGARH,Whole Year ,coconut
1093,Assam,DIMA HASAO,Whole Year ,coconut
1094,Assam,GOALPARA,Whole Year ,coconut
1095,Assam,GOLAGHAT,Whole Year ,coconut
1096,Assam,HAILAKANDI,Whole Year ,coconut
1097,Assam,JORHAT,Whole Year ,coconut
1098,Assam,KAMRUP,Whole Year ,coconut
1099,Assam,KAMRUP METRO,Whole Year ,coconut
1100,Assam,KARBI ANGLONG,Whole Year ,coconut
1101,Assam,KARIMGANJ,Whole Year ,coconut
1102,Assam,KOKRAJHAR,Whole Year ,coconut
1103,Assam,LAKHIMPUR,Whole Year ,coconut
1104,Assam,MARIGAON,Whole Year ,coconut
1105,Assam,NAGAON,Whole Year ,coconut
1106,Assam,NALBARI,Whole Year ,coconut
1107,Assam,SIVASAGAR,Whole Year ,coconut
1108,Assam,SONITPUR,Whole Year ,coconut
1109,Assam,TINSUKIA,Whole Year ,coconut
1110,Assam,UDALGURI,Whole Year ,coconut
1111,Chhattisgarh,BASTAR,Kharif     ,coconut
1112,Chhattisgarh,BIJAPUR,Kharif     ,coconut
1113,Chhattisgarh,DANTEWADA,Kharif     ,coconut
1114,Chhattisgarh,RAIPUR,Kharif     ,coconut
1115,Karnataka,BAGALKOT,Whole Year ,coconut
1116,Karnataka,BANGALORE RURAL,Whole Year ,coconut
1117,Karnataka,BELGAUM,Whole Year ,coconut
1118,Karnataka,BELLARY,Whole Year ,coconut
1119,Karnataka,BENGALURU URBAN,Whole Year ,coconut
1120,Karnataka,BIDAR,Whole Year ,coconut
1121,Karnataka,BIJAPUR,Whole Year ,coconut
1122,Karnataka,CHAMARAJANAGAR,Whole Year ,coconut
1123,Karnataka,CHIKBALLAPUR,Whole Year ,coconut
1124,Karnataka,CHIKMAGALUR,Whole Year ,coconut
1125,Karnataka,CHITRADURGA,Whole Year ,coconut
1126,Karnataka,DAKSHIN KANNAD,Whole Year ,coconut
1127,Karnataka,DAVANGERE,Whole Year ,coconut
1128,Karnataka,DHARWAD,Whole Year ,coconut
1129,Karnataka,GADAG,Whole Year ,coconut
1130,Karnataka,GULBARGA,Whole Year ,coconut
1131,Karnataka,HASSAN,Whole Year ,coconut
1132,Karnataka,HAVERI,Whole Year ,coconut
1133,Karnataka,KODAGU,Whole Year ,coconut
1134,Karnataka,KOLAR,Whole Year ,coconut
1135,Karnataka,KOPPAL,Whole Year ,coconut
1136,Karnataka,MANDYA,Whole Year ,coconut
1137,Karnataka,MYSORE,Whole Year ,coconut
1138,Karnataka,RAICHUR,Whole Year ,coconut
1139,Karnataka,RAMANAGARA,Whole Year ,coconut
1140,Karnataka,SHIMOGA,Whole Year ,coconut
1141,Karnataka,TUMKUR,Whole Year ,coconut
1142,Karnataka,UDUPI,Whole Year ,coconut
1143,Karnataka,UTTAR KANNAD,Whole Year ,coconut
1144,Kerala,ALAPPUZHA,Whole Year ,coconut
1145,Kerala,ERNAKULAM,Whole Year ,coconut
1146,Kerala,IDUKKI,Whole Year ,coconut
1147,Kerala,KANNUR,Whole Year ,coconut
1148,Kerala,KASARAGOD,Whole Year ,coconut
1149,Kerala,KOLLAM,Whole Year ,coconut
1150,Kerala,KOTTAYAM,Whole Year ,coconut
1151,Kerala,KOZHIKODE,Whole Year ,coconut
1152,Kerala,MALAPPURAM,Whole Year ,coconut
1153,Kerala,PALAKKAD,Whole Year ,coconut
1154,Kerala,PATHANAMTHITTA,Whole Year ,coconut
1155,Kerala,THIRUVANANTHAPURAM,Whole Year ,coconut
1156,Kerala,THRISSUR,Whole Year ,coconut
1157,Kerala,WAYANAD,Whole Year ,coconut
1158,Puducherry,KARAIKAL,Whole Year ,coconut
1159,Puducherry,MAHE,Whole Year ,coconut
1160,Puducherry,PONDICHERRY,Whole Year ,coconut
1161,Puducherry,YANAM,Whole Year ,coconut
1162,Tamil Nadu,ARIYALUR,Whole Year ,coconut
1163,Tamil Nadu,COIMBATORE,Whole Year ,coconut
1164,Tamil Nadu,CUDDALORE,Whole Year ,coconut
1165,Tamil Nadu,DHARMAPURI,Whole Year ,coconut
1166,Tamil Nadu,DINDIGUL,Whole Year ,coconut
1167,Tamil Nadu,ERODE,Whole Year ,coconut
1168,Tamil Nadu,KANCHIPURAM,Whole Year ,coconut
1169,Tamil Nadu,KANNIYAKUMARI,Whole Year ,coconut
1170,Tamil Nadu,KARUR,Whole Year ,coconut
1171,Tamil Nadu,KRISHNAGIRI,Whole Year ,coconut
1172,Tamil Nadu,MADURAI,Whole Year ,coconut
1173,Tamil Nadu,NAGAPATTINAM,Whole Year ,coconut
1174,Tamil Nadu,NAMAKKAL,Whole Year ,coconut
1175,Tamil Nadu,PERAMBALUR,Whole Year ,coconut
1176,Tamil Nadu,PUDUKKOTTAI,Whole Year ,coconut
1177,Tamil Nadu,RAMANATHAPURAM,Whole Year ,coconut
1178,Tamil Nadu,SALEM,Whole Year ,coconut
1179,Tamil Nadu,SIVAGANGA,Whole Year ,coconut
1180,Tamil Nadu,THANJAVUR,Whole Year ,coconut
1181,Tamil Nadu,THE NILGIRIS,Whole Year ,coconut
1182,Tamil Nadu,THENI,Whole Year ,coconut
1183,Tamil Nadu,THIRUVALLUR,Whole Year ,coconut
1184,Tamil Nadu,THIRUVARUR,Whole Year ,coconut
1185,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year ,coconut
1186,Tamil Nadu,TIRUNELVELI,Whole Year ,coconut
1187,Tamil Nadu,TIRUPPUR,Whole Year ,coconut
1188,Tamil Nadu,TIRUVANNAMALAI,Whole Year ,coconut
1189,Tamil Nadu,TUTICORIN,Whole Year ,coconut
1190,Tamil Nadu,VELLORE,Whole Year ,coconut
1191,Tamil Nadu,VILLUPURAM,Whole Year ,coconut
1192,Tamil Nadu,VIRUDHUNAGAR,Whole Year ,coconut
1193,Telangana ,KHAMMAM,Whole Year ,coconut
1194,Telangana ,MAHBUBNAGAR,Whole Year ,coconut
1195,Telangana ,NIZAMABAD,Whole Year ,coconut
1196,Telangana ,RANGAREDDI,Whole Year ,coconut
1197,West Bengal,24 PARAGANAS NORTH,Whole Year ,coconut
1198,West Bengal,24 PARAGANAS SOUTH,Whole Year ,coconut
1199,West Bengal,BANKURA,Whole Year ,coconut
1200,West Bengal,BARDHAMAN,Whole Year ,coconut
1201,West Bengal,BIRBHUM,Whole Year ,coconut
1202,West Bengal,COOCHBEHAR,Whole Year ,coconut
1203,West Bengal,DARJEELING,Whole Year ,coconut
1204,West Bengal,DINAJPUR DAKSHIN,Whole Year ,coconut
1205,West Bengal,DINAJPUR UTTAR,Whole Year ,coconut
1206,West Bengal,HOOGHLY,Whole Year ,coconut
1207,West Bengal,HOWRAH,Whole Year ,coconut
1208,West Bengal,JALPAIGURI,Whole Year ,coconut
1209,West Bengal,MALDAH,Whole Year ,coconut
1210,West Bengal,MEDINIPUR EAST,Whole Year ,coconut
1211,West Bengal,MEDINIPUR WEST,Whole Year ,coconut
1212,West Bengal,MURSHIDABAD,Whole Year ,coconut
1213,West Bengal,NADIA,Whole Year ,coconut
1214,West Bengal,PURULIA,Whole Year ,coconut
1215,Andhra Pradesh,ANANTAPUR,Kharif     ,cotton
1216,Andhra Pradesh,CHITTOOR,Kharif     ,cotton
1217,Andhra Pradesh,EAST GODAVARI,Kharif     ,cotton
1218,Andhra Pradesh,GUNTUR,Kharif     ,cotton
1219,Andhra Pradesh,KADAPA,Kharif     ,cotton
1220,Andhra Pradesh,KRISHNA,Kharif     ,cotton
1221,Andhra Pradesh,KURNOOL,Kharif     ,cotton
1222,Andhra Pradesh,PRAKASAM,Kharif     ,cotton
1223,Andhra Pradesh,SPSR NELLORE,Kharif     ,cotton
1224,Andhra Pradesh,SRIKAKULAM,Kharif     ,cotton
1225,Andhra Pradesh,VISAKHAPATANAM,Kharif     ,cotton
1226,Andhra Pradesh,VIZIANAGARAM,Kharif     ,cotton
1227,Andhra Pradesh,WEST GODAVARI,Kharif     ,cotton
1228,Assam,BAKSA,Kharif     ,cotton
1229,Assam,BARPETA,Kharif     ,cotton
1230,Assam,BONGAIGAON,Kharif     ,cotton
1231,Assam,CACHAR,Kharif     ,cotton
1232,Assam,CHIRANG,Kharif     ,cotton
1233,Assam,DARRANG,Kharif     ,cotton
1234,Assam,DHEMAJI,Kharif     ,cotton
1235,Assam,DIMA HASAO,Kharif     ,cotton
1236,Assam,GOALPARA,Kharif     ,cotton
1237,Assam,GOLAGHAT,Kharif     ,cotton
1238,Assam,HAILAKANDI,Kharif     ,cotton
1239,Assam,JORHAT,Kharif     ,cotton
1240,Assam,KAMRUP,Kharif     ,cotton
1241,Assam,KAMRUP METRO,Kharif     ,cotton
1242,Assam,KARBI ANGLONG,Kharif     ,cotton
1243,Assam,KARIMGANJ,Kharif     ,cotton
1244,Assam,KOKRAJHAR,Kharif     ,cotton
1245,Assam,LAKHIMPUR,Kharif     ,cotton
1246,Assam,MARIGAON,Kharif     ,cotton
1247,Assam,NAGAON,Kharif     ,cotton
1248,Assam,NALBARI,Kharif     ,cotton
1249,Assam,SIVASAGAR,Kharif     ,cotton
1250,Assam,SONITPUR,Kharif     ,cotton
1251,Assam,TINSUKIA,Kharif     ,cotton
1252,Chhattisgarh,BASTAR,Whole Year ,cotton
1253,Chhattisgarh,DURG,Whole Year ,cotton
1254,Chhattisgarh,RAIPUR,Whole Year ,cotton
1255,Gujarat,AHMADABAD,Kharif     ,cotton
1256,Gujarat,AMRELI,Kharif     ,cotton
1257,Gujarat,ANAND,Kharif     ,cotton
1258,Gujarat,BANAS KANTHA,Kharif     ,cotton
1259,Gujarat,BHARUCH,Kharif     ,cotton
1260,Gujarat,BHAVNAGAR,Kharif     ,cotton
1261,Gujarat,DOHAD,Kharif     ,cotton
1262,Gujarat,GANDHINAGAR,Kharif     ,cotton
1263,Gujarat,JAMNAGAR,Kharif     ,cotton
1264,Gujarat,JUNAGADH,Kharif     ,cotton
1265,Gujarat,KACHCHH,Kharif     ,cotton
1266,Gujarat,KHEDA,Kharif     ,cotton
1267,Gujarat,MAHESANA,Kharif     ,cotton
1268,Gujarat,NARMADA,Kharif     ,cotton
1269,Gujarat,PANCH MAHALS,Kharif     ,cotton
1270,Gujarat,PATAN,Kharif     ,cotton
1271,Gujarat,PORBANDAR,Kharif     ,cotton
1272,Gujarat,RAJKOT,Kharif     ,cotton
1273,Gujarat,SABAR KANTHA,Kharif     ,cotton
1274,Gujarat,SURAT,Kharif     ,cotton
1275,Gujarat,SURENDRANAGAR,Kharif     ,cotton
1276,Gujarat,TAPI,Kharif     ,cotton
1277,Gujarat,VADODARA,Kharif     ,cotton
1278,Haryana,AMBALA,Kharif     ,cotton
1279,Haryana,BHIWANI,Kharif     ,cotton
1280,Haryana,FATEHABAD,Kharif     ,cotton
1281,Haryana,GURGAON,Kharif     ,cotton
1282,Haryana,HISAR,Kharif     ,cotton
1283,Haryana,JHAJJAR,Kharif     ,cotton
1284,Haryana,JIND,Kharif     ,cotton
1285,Haryana,KAITHAL,Kharif     ,cotton
1286,Haryana,MAHENDRAGARH,Kharif     ,cotton
1287,Haryana,MEWAT,Kharif     ,cotton
1288,Haryana,PALWAL,Kharif     ,cotton
1289,Haryana,PANCHKULA,Kharif     ,cotton
1290,Haryana,PANIPAT,Kharif     ,cotton
1291,Haryana,REWARI,Kharif     ,cotton
1292,Haryana,ROHTAK,Kharif     ,cotton
1293,Haryana,SIRSA,Kharif     ,cotton
1294,Haryana,SONIPAT,Kharif     ,cotton
1295,Haryana,YAMUNANAGAR,Kharif     ,cotton
1296,Karnataka,BAGALKOT,Whole Year ,cotton
1297,Karnataka,BELGAUM,Whole Year ,cotton
1298,Karnataka,BELLARY,Whole Year ,cotton
1299,Karnataka,BIDAR,Whole Year ,cotton
1300,Karnataka,BIJAPUR,Whole Year ,cotton
1301,Karnataka,CHAMARAJANAGAR,Whole Year ,cotton
1302,Karnataka,CHIKMAGALUR,Whole Year ,cotton
1303,Karnataka,CHITRADURGA,Whole Year ,cotton
1304,Karnataka,DAVANGERE,Whole Year ,cotton
1305,Karnataka,DHARWAD,Whole Year ,cotton
1306,Karnataka,GADAG,Whole Year ,cotton
1307,Karnataka,GULBARGA,Whole Year ,cotton
1308,Karnataka,HASSAN,Whole Year ,cotton
1309,Karnataka,HAVERI,Whole Year ,cotton
1310,Karnataka,KOPPAL,Whole Year ,cotton
1311,Karnataka,MYSORE,Whole Year ,cotton
1312,Karnataka,RAICHUR,Whole Year ,cotton
1313,Karnataka,SHIMOGA,Whole Year ,cotton
1314,Karnataka,TUMKUR,Whole Year ,cotton
1315,Karnataka,UTTAR KANNAD,Whole Year ,cotton
1316,Kerala,PALAKKAD,Kharif     ,cotton
1317,Madhya Pradesh,ALIRAJPUR,Whole Year ,cotton
1318,Madhya Pradesh,BARWANI,Whole Year ,cotton
1319,Madhya Pradesh,BETUL,Whole Year ,cotton
1320,Madhya Pradesh,BURHANPUR,Whole Year ,cotton
1321,Madhya Pradesh,CHHINDWARA,Whole Year ,cotton
1322,Madhya Pradesh,DEWAS,Whole Year ,cotton
1323,Madhya Pradesh,DHAR,Whole Year ,cotton
1324,Madhya Pradesh,HARDA,Whole Year ,cotton
1325,Madhya Pradesh,HOSHANGABAD,Whole Year ,cotton
1326,Madhya Pradesh,INDORE,Whole Year ,cotton
1327,Madhya Pradesh,JHABUA,Whole Year ,cotton
1328,Madhya Pradesh,KHANDWA,Whole Year ,cotton
1329,Madhya Pradesh,KHARGONE,Whole Year ,cotton
1330,Madhya Pradesh,MANDSAUR,Whole Year ,cotton
1331,Madhya Pradesh,RAISEN,Whole Year ,cotton
1332,Madhya Pradesh,RATLAM,Whole Year ,cotton
1333,Madhya Pradesh,SEHORE,Whole Year ,cotton
1334,Madhya Pradesh,SHIVPURI,Whole Year ,cotton
1335,Madhya Pradesh,UJJAIN,Whole Year ,cotton
1336,Maharashtra,AHMEDNAGAR,Kharif     ,cotton
1337,Maharashtra,AKOLA,Kharif     ,cotton
1338,Maharashtra,AMRAVATI,Kharif     ,cotton
1339,Maharashtra,AURANGABAD,Kharif     ,cotton
1340,Maharashtra,BEED,Kharif     ,cotton
1341,Maharashtra,BULDHANA,Kharif     ,cotton
1342,Maharashtra,CHANDRAPUR,Kharif     ,cotton
1343,Maharashtra,DHULE,Kharif     ,cotton
1344,Maharashtra,GADCHIROLI,Kharif     ,cotton
1345,Maharashtra,HINGOLI,Kharif     ,cotton
1346,Maharashtra,JALGAON,Kharif     ,cotton
1347,Maharashtra,JALNA,Kharif     ,cotton
1348,Maharashtra,KOLHAPUR,Kharif     ,cotton
1349,Maharashtra,LATUR,Kharif     ,cotton
1350,Maharashtra,NAGPUR,Kharif     ,cotton
1351,Maharashtra,NANDED,Kharif     ,cotton
1352,Maharashtra,NANDURBAR,Kharif     ,cotton
1353,Maharashtra,NASHIK,Kharif     ,cotton
1354,Maharashtra,OSMANABAD,Kharif     ,cotton
1355,Maharashtra,PARBHANI,Kharif     ,cotton
1356,Maharashtra,SANGLI,Kharif     ,cotton
1357,Maharashtra,SATARA,Kharif     ,cotton
1358,Maharashtra,SOLAPUR,Kharif     ,cotton
1359,Maharashtra,WARDHA,Kharif     ,cotton
1360,Maharashtra,WASHIM,Kharif     ,cotton
1361,Maharashtra,YAVATMAL,Kharif     ,cotton
1362,Meghalaya,EAST GARO HILLS,Kharif     ,cotton
1363,Meghalaya,SOUTH GARO HILLS,Kharif     ,cotton
1364,Meghalaya,WEST GARO HILLS,Kharif     ,cotton
1365,Mizoram,AIZAWL,Kharif     ,cotton
1366,Mizoram,CHAMPHAI,Kharif     ,cotton
1367,Mizoram,KOLASIB,Kharif     ,cotton
1368,Mizoram,LAWNGTLAI,Kharif     ,cotton
1369,Mizoram,LUNGLEI,Kharif     ,cotton
1370,Mizoram,MAMIT,Kharif     ,cotton
1371,Nagaland,MON,Kharif     ,cotton
1372,Nagaland,PHEK,Kharif     ,cotton
1373,Puducherry,KARAIKAL,Summer     ,cotton
1374,Puducherry,PONDICHERRY,Summer     ,cotton
1375,Punjab,BARNALA,Kharif     ,cotton
1376,Punjab,BATHINDA,Kharif     ,cotton
1377,Punjab,FARIDKOT,Kharif     ,cotton
1378,Punjab,FIROZEPUR,Kharif     ,cotton
1379,Punjab,LUDHIANA,Kharif     ,cotton
1380,Punjab,MANSA,Kharif     ,cotton
1381,Punjab,MOGA,Kharif     ,cotton
1382,Punjab,MUKTSAR,Kharif     ,cotton
1383,Punjab,PATIALA,Kharif     ,cotton
1384,Punjab,SANGRUR,Kharif     ,cotton
1385,Punjab,TARN TARAN,Kharif     ,cotton
1386,Rajasthan,AJMER,Kharif     ,cotton
1387,Rajasthan,ALWAR,Kharif     ,cotton
1388,Rajasthan,BANSWARA,Kharif     ,cotton
1389,Rajasthan,BARAN,Kharif     ,cotton
1390,Rajasthan,BARMER,Kharif     ,cotton
1391,Rajasthan,BHARATPUR,Kharif     ,cotton
1392,Rajasthan,BHILWARA,Kharif     ,cotton
1393,Rajasthan,BIKANER,Kharif     ,cotton
1394,Rajasthan,BUNDI,Kharif     ,cotton
1395,Rajasthan,CHITTORGARH,Kharif     ,cotton
1396,Rajasthan,CHURU,Kharif     ,cotton
1397,Rajasthan,DAUSA,Kharif     ,cotton
1398,Rajasthan,DHOLPUR,Kharif     ,cotton
1399,Rajasthan,DUNGARPUR,Kharif     ,cotton
1400,Rajasthan,GANGANAGAR,Kharif     ,cotton
1401,Rajasthan,HANUMANGARH,Kharif     ,cotton
1402,Rajasthan,JAIPUR,Kharif     ,cotton
1403,Rajasthan,JAISALMER,Kharif     ,cotton
1404,Rajasthan,JALORE,Kharif     ,cotton
1405,Rajasthan,JHALAWAR,Kharif     ,cotton
1406,Rajasthan,JHUNJHUNU,Kharif     ,cotton
1407,Rajasthan,JODHPUR,Kharif     ,cotton
1408,Rajasthan,KARAULI,Kharif     ,cotton
1409,Rajasthan,KOTA,Kharif     ,cotton
1410,Rajasthan,NAGAUR,Kharif     ,cotton
1411,Rajasthan,PALI,Kharif     ,cotton
1412,Rajasthan,PRATAPGARH,Kharif     ,cotton
1413,Rajasthan,RAJSAMAND,Kharif     ,cotton
1414,Rajasthan,SAWAI MADHOPUR,Kharif     ,cotton
1415,Rajasthan,SIKAR,Kharif     ,cotton
1416,Rajasthan,SIROHI,Kharif     ,cotton
1417,Rajasthan,TONK,Kharif     ,cotton
1418,Rajasthan,UDAIPUR,Kharif     ,cotton
1419,Tamil Nadu,ARIYALUR,Whole Year ,cotton
1420,Tamil Nadu,COIMBATORE,Whole Year ,cotton
1421,Tamil Nadu,CUDDALORE,Whole Year ,cotton
1422,Tamil Nadu,DHARMAPURI,Whole Year ,cotton
1423,Tamil Nadu,DINDIGUL,Whole Year ,cotton
1424,Tamil Nadu,ERODE,Whole Year ,cotton
1425,Tamil Nadu,KANCHIPURAM,Whole Year ,cotton
1426,Tamil Nadu,KANNIYAKUMARI,Whole Year ,cotton
1427,Tamil Nadu,KARUR,Whole Year ,cotton
1428,Tamil Nadu,KRISHNAGIRI,Whole Year ,cotton
1429,Tamil Nadu,MADURAI,Whole Year ,cotton
1430,Tamil Nadu,NAGAPATTINAM,Whole Year ,cotton
1431,Tamil Nadu,NAMAKKAL,Whole Year ,cotton
1432,Tamil Nadu,PERAMBALUR,Whole Year ,cotton
1433,Tamil Nadu,PUDUKKOTTAI,Whole Year ,cotton
1434,Tamil Nadu,RAMANATHAPURAM,Whole Year ,cotton
1435,Tamil Nadu,SALEM,Whole Year ,cotton
